,GENE_ID,name,distance,minor_allele_freq,rvalue,log10pvalue
90,ENSG00000046604.7,dsg2,9693.0,0.06709,0.274721255546866,7.15418243106492
91,ENSG00000047579.13,dtnbp1,12081.0,0.0641,0.24166021658967698,5.629383425289871
92,ENSG00000048544.5,mrps10,4347.0,0.4175,0.5848010801944421,34.8025699400977
93,,ercc8,,,,
94,,adamts6,,,,
95,,h6pd,,,,
96,ENSG00000049246.8,per3,670.0,0.1372,0.260990049530197,6.4954168559851695
97,ENSG00000049247.8,uts2,12711.0,0.1777,0.24113859312831898,5.60698724775434
98,,rcn1,,,,
99,ENSG00000050393.6,mcur1,2559.0,0.3371,-0.32744916402099294,10.0388754018214
100,,herpud1,,,,
101,,thoc3,,,,
102,ENSG00000051620.5,hebp2,18873.0,0.1737,-0.521593334420429,26.6441688524292
103,,plekha5,,,,
104,ENSG00000053371.8,akr7a2,550.0,0.1554,0.41161660380477794,15.9439847697991
105,,use1,,,,
106,,kcnq1,,,,
107,ENSG00000054179.6,entpd2,435.0,0.04513,-0.437113161382761,18.091905974583398
108,,opn3,,,,
109,ENSG00000054282.10,sdccag8,7494.5,,0.330507409551912,10.2242921620256
110,ENSG00000054523.11,kif1b,924.0,0.1901,0.346907733932835,11.2542416085536
111,ENSG00000054983.11,galc,3561.0,0.1418,-0.29301089860851,8.08964679090677
112,ENSG00000055163.14,cyfip2,6040.0,0.4942,-0.24564375030495603,5.80209164018399
113,ENSG00000055211.7,ginm1,9266.0,0.4485,-0.380010140517682,13.523504139302302
114,ENSG00000055483.10,usp36,14838.0,0.4561,0.267272896655016,6.79228068114873
115,ENSG00000055732.7,mcoln3,13824.0,0.3904,-0.273586875009526,7.09836153802873
116,ENSG00000055950.12,mrpl43,13496.0,0.3652,0.294944091580616,8.19248050548814
117,ENSG00000056050.6,hpf1,111.0,0.2226,-0.46645957350804096,20.7984331251184
118,ENSG00000056661.8,ensg00000056661,14999.0,0.1508,0.39972882362282797,15.003195690745098
119,ENSG00000057935.8,mta3,4860.0,0.4507,-0.241130262430989,5.6066299754017805
120,ENSG00000058085.9,lamc2,4953.0,,0.31197555380395503,9.131943341261119
121,,flywch1,,,,
122,,tarbp1,,,,
123,ENSG00000059691.7,gatb,5825.0,0.3938,0.38927858809151,14.206690477887001
124,,rimbp2,,,,
125,ENSG00000062194.10,gpbp1,14136.0,0.3836,0.281067817692398,7.4711892000455995
126,ENSG00000063046.12,eif4b,18131.0,0.4509,-0.24934628623715602,5.96528277447972
127,,adck1,,,,
128,ENSG00000063854.7,hagh,3950.0,0.4014,0.49292978201129795,23.4733554740481
129,ENSG00000064199.2,spa17,15819.0,0.2067,-0.290431484289352,7.95362808600827
130,,atp2c2,,,,
131,ENSG00000064300.4,ngfr,8643.0,0.4093,0.269181214184074,6.8839667013601895
132,,snx24,,,,
133,ENSG00000064666.7,cnn2,9438.0,0.4367,-0.264235796402228,6.647823471967389
134,ENSG00000064787.7,bcas1,118.0,0.4988,0.33509783053500003,10.506487565174
135,ENSG00000064886.8,chi3l2,19089.0,0.1869,-0.5675180805870561,32.396316663772105
136,ENSG00000065000.9,ap3d1,14986.0,0.01677,0.23428500866791396,5.31740665262447
137,ENSG00000065060.12,uhrf1bp1,1952.0,0.4547,0.41685682794741497,16.3707176242487
138,,gnai3,,,,
139,ENSG00000065154.7,oat,39.0,0.13699999999999998,0.31529264700351695,9.32202163246624
140,ENSG00000065268.3,wdr18,6374.0,0.3978,-0.7189568295371831,59.66634570389971
141,ENSG00000065308.4,tram2,15520.0,0.1707,0.259575657822786,6.4296382614095995
142,,ankrd44,,,,
143,ENSG00000065559.7,map2k4,19476.5,,0.280552064950625,7.4451284512886
144,ENSG00000065600.8,pacc1,37.0,0.1917,-0.28102070657210804,7.46880649124508
145,,slk,,,,
146,,gsto2,,,,
147,ENSG00000065665.15,sec61a2,6175.0,0.3948,0.23377147731338102,5.29605753553919
148,,fam107b,,,,
149,,pde4a,,,,
150,,ppp2r5a,,,,
151,ENSG00000066084.7,dip2b,40.0,0.1462,0.45996139381150797,20.176457155193898
152,ENSG00000066185.8,zmynd12,5424.0,0.1254,-0.369689389145807,12.787820270222198
153,ENSG00000066230.6,slc9a3,17576.0,0.1124,0.296734582251992,8.28840776028211
154,ENSG00000066654.8,thumpd1,4184.0,0.1466,0.25485964950103895,6.2130834690760395
155,,mtfr1,,,,
156,ENSG00000066926.5,fech,15184.0,0.1374,-0.404474721643105,15.3742912643034
157,,pfkp,,,,
158,ENSG00000067113.12,plpp1,376.0,0.01817,-0.246749012355732,5.8505369219132195
159,ENSG00000067141.11,neo1,145.0,0.1933,-0.49949709124722896,24.173702318893
160,ENSG00000067533.5,rrp15,571.0,0.4726,0.23815880072203,5.480016793862459
161,ENSG00000067606.11,prkcz,73.0,0.2827,0.247071010067897,5.864693680863861
162,ENSG00000068097.8,heatr6,16155.0,0.1953,0.658057838869043,46.8001923308051
163,,plekhh3,,,,
164,,mef2a,,,,
165,ENSG00000068724.10,ttc7a,17868.0,0.04293,0.339890464237155,10.8061356542809
166,ENSG00000068784.8,srbd1,13735.0,0.1915,0.29796622712157694,8.35477765981091
167,ENSG00000069998.8,hdhd5,6340.0,0.111,-0.319186235865307,9.548139920783079
168,ENSG00000070061.10,elp1,564.0,0.111,-0.337990329811586,10.686717102616699
169,ENSG00000070371.11,cltcl1,3633.0,0.05152,0.479561671137652,22.0934856176978
170,ENSG00000070444.8,mnt,8398.0,0.3259,-0.301269681019077,8.53434097885866
171,ENSG00000070476.10,zxdc,14641.0,0.4541,0.282272377167945,7.532262210974129
172,ENSG00000070540.7,wipi1,17587.0,0.2224,0.247925737971934,5.902366630262329
173,ENSG00000070718.7,ap3m2,875.0,0.4535,-0.253794477187756,6.164759382770081
174,ENSG00000070731.4,st6galnac2,1140.0,0.38799999999999996,0.24858488870685802,5.93151318007002
175,ENSG00000070759.11,tesk2,15020.0,0.142,-0.266607506276602,6.760478588548749
176,ENSG00000070770.3,csnk2a2,18635.0,0.2175,0.320119768791836,9.602839509962699
177,,cdc42,,,,
178,ENSG00000070915.5,slc12a3,6131.0,0.1544,-0.294574407537158,8.172756389070589
179,ENSG00000071894.9,cpsf1,11544.0,0.4459,0.26084429610273496,6.488620569357849
180,ENSG00000071909.12,myo3b,5218.0,0.05691,0.42656632274673606,17.1813337248087
181,ENSG00000071967.7,cybrd1,5231.0,0.247,0.48044032434507505,22.182338241636
182,,rdh11,,,,
183,,adgrl1,,,,
184,ENSG00000072110.9,actn1,5931.0,0.2296,-0.27446142890154196,7.1413743959000895
185,ENSG00000072682.12,p4ha2,7650.0,0.2308,0.24333989167953302,5.70184540434553
186,ENSG00000072756.12,trnt1,19416.0,0.3335,0.30330731774679,8.646229760957379
187,ENSG00000072778.12,acadvl,2796.0,,0.25988237060585895,6.443869780650071
188,ENSG00000072818.6,acap1,543.0,0.09884,-0.346075556411876,11.200514134351002
189,ENSG00000072954.1,tmem38a,17158.0,0.3566,0.35220864146584496,11.6002216595169
190,,panx2,,,,
191,ENSG00000073169.9,selenoo,15326.0,0.2744,0.286628760566357,7.755568944547339
192,,llgl2,,,,
193,,sdha,,,,
194,,smarce1,,,,
195,ENSG00000073605.12,gsdmb,15096.0,0.3111,-0.26080614342833197,6.486842236767349
196,,adam11,,,,
197,,fermt2,,,,
198,,map3k13,,,,
199,,st6gal1,,,,
200,,nsf,,,,
201,,clasp1,,,,
202,,mrps34,,,,
203,,tead2,,,,
204,ENSG00000074266.10,eed,5868.0,0.276,0.295638708669526,8.22961700649717
205,ENSG00000074319.6,tsg101,10979.0,0.4912,0.35755634048899604,11.9558649678229
206,,mgll,,,,
207,ENSG00000074696.7,hacd3,17367.0,0.3482,0.378853846447629,13.439778624482601
208,ENSG00000074966.6,txk,5727.0,0.2149,-0.280009881130959,7.4177894165817495
209,ENSG00000075043.12,kcnq2,12499.0,0.1414,-0.296831581659674,8.293623438142099
210,ENSG00000075234.12,ttc38,13440.0,0.03874,-0.327763864758988,10.057860195792099
211,ENSG00000075239.9,acat1,17417.0,0.127,0.291785038425741,8.024834969593481
212,,mark3,,,,
213,ENSG00000075643.3,mocos,16046.0,0.0643,0.401004433912146,15.102358386839098
214,,mkrn2,,,,
215,ENSG00000076067.6,rbms2,3121.0,0.3744,-0.610099108955955,38.5946042820396
216,,ung,,,,
217,,plxna2,,,,
218,ENSG00000076555.10,acacb,12008.0,0.2282,-0.29965938497806893,8.446528818094949
219,ENSG00000076650.1,gpatch1,2120.5,,0.5428167132350411,29.19300447576
220,ENSG00000076826.4,camsap3,1102.0,0.0625,0.424435267661704,17.0011741520833
221,ENSG00000076924.6,xab2,923.0,,-0.45690049595807897,19.8880403718473
222,ENSG00000076944.7,stxbp2,584.0,0.4483,-0.47527221965255,21.6633712319755
223,ENSG00000077044.5,dgkd,9331.0,0.1172,0.376835204180445,13.294404221347001
224,ENSG00000077097.8,top2b,3748.0,0.1673,-0.280557518106053,7.44540371881531
225,,il4r,,,,
226,,exosc5,,,,
227,ENSG00000077420.9,apbb1ip,15840.0,0.2177,0.27546949006625393,7.19114080872489
228,,smc1b,,,,
229,,pik3c3,,,,
230,ENSG00000078177.8,n4bp2,2808.0,0.2704,0.261459932340781,6.51735471660254
231,,tulp3,,,,
232,,pkd2l2,,,,
233,ENSG00000078804.8,tp53inp2,18377.0,0.1947,0.256686405688922,6.29646189987679
234,ENSG00000079134.6,thoc1,7889.0,0.2434,-0.238340332660246,5.4877048977133605
235,,slc1a3,,,,
236,ENSG00000079257.3,lxn,2088.0,0.4189,0.3571716279844579,11.930056683408
237,ENSG00000079263.11,sp140,16280.0,0.09285,-0.261620486306612,6.5248604020856495
238,ENSG00000079335.13,cdc14a,8144.0,0.2312,-0.30411303504778003,8.69071150839414
239,ENSG00000079337.10,rapgef3,16516.0,0.04633,0.274762187595832,7.156201373038191
240,,fdft1,,,,
241,,carmil1,,,,
242,ENSG00000079739.9,pgm1,556.0,0.052520000000000004,-0.41249799887816296,16.0152396434456
243,ENSG00000079785.8,ddx1,12416.0,0.2522,-0.47266840590448,21.405210945355503
244,ENSG00000079819.10,epb41l2,10092.0,0.4417,0.30116843726315395,8.52880412017777
245,ENSG00000079931.10,moxd1,3671.0,0.3389,-0.23102477991807602,5.18268960725474
246,,keap1,,,,
247,ENSG00000080200.5,crybg3,2334.0,0.2043,0.26076588406467105,6.484966013204921
248,ENSG00000081052.10,col4a4,3556.0,0.268,-0.246781480464508,5.851963512789849
249,ENSG00000081059.14,tcf7,8393.0,0.4217,0.263326018817298,6.6048988442607595
250,,cdc14b,,,,
251,ENSG00000081665.7,znf506,11593.0,0.2031,0.43575727704600903,17.9730596604941
252,ENSG00000081721.6,dusp12,4579.0,0.01817,-0.321774280114467,9.700247306042339
253,ENSG00000081791.4,dele1,7276.0,0.1631,-0.477804822999639,21.9165913089676
254,,smarcd3,,,,
255,ENSG00000082074.10,fyb1,13276.0,0.3884,0.369616848089355,12.782741371587901
256,ENSG00000082212.6,me2,427.0,0.2983,-0.27664059528405105,7.249208826240231
257,,itgb5,,,,
258,ENSG00000083454.16,p2rx5,1232.0,0.4067,-0.240565046899587,5.58242012640113
259,,itgae,,,,
260,ENSG00000083807.4,slc27a5,16100.0,0.4914,-0.44401821648153,18.705458337432102
261,ENSG00000083828.8,znf586,1881.0,0.3145,-0.458682701776831,20.055618699953
262,ENSG00000083842.6,ensg00000083842,2482.0,0.2955,-0.307243797656415,8.864844205906971
263,ENSG00000083845.3,rps5,12141.0,0.3652,-0.23290431732994898,5.2601168394972495
264,,smap2,,,,
265,,ssh1,,,,
266,ENSG00000084444.9,fam234b,7272.0,0.1581,-0.269390117816631,6.89404675555199
267,,eif3i,,,,
268,ENSG00000084636.11,col16a1,17798.0,,-0.307772291383593,8.894442121795711
269,ENSG00000084754.6,hadha,12434.0,0.14300000000000002,-0.28214488326741805,7.525784332158719
270,ENSG00000085382.7,hace1,15247.0,0.4423,0.30754530218526693,8.88172254694168
271,ENSG00000085415.10,seh1l,8455.0,0.4361,-0.23191289724082198,5.21919488101838
272,ENSG00000085465.10,ovgp1,7944.0,0.4631,-0.308174127446786,8.916986044378461
273,ENSG00000085491.11,slc25a24,19411.0,0.4367,-0.263213191871818,6.59958666585657
274,ENSG00000085644.9,znf213,16594.0,0.3369,0.26341551597199897,6.609114347721389
275,ENSG00000085721.8,rrn3,19414.0,0.4671,-0.25801955105253,6.357712833794349
276,ENSG00000085871.4,mgst2,9777.0,0.2017,-0.34644958343641696,11.2246426327822
277,ENSG00000085982.8,usp40,13.0,0.08546000000000001,-0.46308884954285295,20.4741499383635
278,,b4galt1,,,,
279,ENSG00000086232.7,eif2ak1,3858.0,0.3315,0.5766843127522929,33.654769625148695
280,,epdr1,,,,
281,,snx10,,,,
282,ENSG00000086504.10,mrpl28,110.0,0.4028,-0.482093998275732,22.3502585797853
283,ENSG00000086544.1,itpkc,1196.0,0.08586,-0.36134115539716,12.211627182864401
284,ENSG00000086619.9,ero1b,17885.0,0.4085,0.29857858619559197,8.38789255334101
285,ENSG00000086967.8,mybpc2,898.0,0.4828,0.327248775422652,10.026797993315698
286,ENSG00000087008.10,acox3,12507.0,0.253,0.318398090010386,9.50210556411201
287,ENSG00000087076.3,hsd17b14,13947.0,0.05112,-0.296386667058826,8.26971623476791
288,,pgs1,,,,
289,ENSG00000087191.7,psmc5,10071.0,0.3964,0.28220495459255895,7.528836109912911
290,ENSG00000087237.6,cetp,4522.0,0.382,-0.262695305595671,6.57523483503402
291,ENSG00000087299.6,l2hgdh,5726.0,0.4085,-0.283369843258625,7.5881584587679605
292,ENSG00000088205.7,ddx18,17685.0,0.1262,-0.23551081467363,5.3685632294699595
293,,ppp1r13b,,,,
294,,smox,,,,
295,ENSG00000088832.10,fkbp1a,18762.0,0.2127,-0.24656489331576298,5.84245080212049
296,ENSG00000088854.11,dnaaf9,740.0,0.1979,0.31611333667865305,9.36941205922964
297,ENSG00000088882.6,cpxm1,13195.5,,-0.231756917606805,5.21277303342878
298,ENSG00000088992.13,tesc,4823.0,0.1735,-0.27079588728469894,6.96210026863737
299,ENSG00000089057.10,slc23a2,13151.0,0.2951,0.293665493830348,8.12438139933788
300,ENSG00000089063.10,tmem230,17086.0,0.2332,0.31017221272697304,9.029589330237119
301,ENSG00000089127.7,oas1,12611.0,0.3856,0.378170499281446,13.390454091840901
302,ENSG00000089163.4,sirt4,2116.0,0.09205,0.4339360745864829,17.8142616869733
303,ENSG00000089177.12,kif16b,8719.0,0.4792,0.546667430807033,29.675058192530397
304,,nos1,,,,
305,ENSG00000089327.8,fxyd5,19331.0,0.4892,-0.23785791879601,5.467287492012451
306,ENSG00000089335.14,znf302,14680.0,,-0.259069992421419,6.40621475473729
307,ENSG00000089486.10,cdip1,5806.0,0.4583,-0.44417672389740503,18.7197070406976
308,ENSG00000089639.5,gmip,18467.0,0.1735,-0.262292136612996,6.55631305725874
309,ENSG00000089685.7,birc5,8443.0,0.3716,-0.283525915996846,7.59612719611026
310,ENSG00000089693.6,mlf2,14382.0,0.3385,-0.258865607430061,6.39676112945447
311,,ddx24,,,,
312,ENSG00000089876.7,dhx32,16745.0,0.3391,-0.539669907356245,28.803644517848202
313,ENSG00000089916.12,gpatch2l,19668.0,,-0.319580946636531,9.57124470703035
314,ENSG00000090054.8,sptlc1,11715.0,0.03215,0.239939186222766,5.55568189062759
315,ENSG00000090266.7,ndufb2,11316.0,0.2957,-0.25323854254241196,6.139623759987611
316,ENSG00000090372.7,strn4,7553.0,0.2466,0.348588818130828,11.3632613426037
317,ENSG00000090376.4,irak3,13934.0,0.1999,-0.38146006991936104,13.6289603834443
318,ENSG00000090432.5,mul1,44.0,0.048119999999999996,0.526477378573369,27.214936186487
319,,pabpc4,,,,
320,ENSG00000090686.11,usp48,3224.0,0.4521,0.284128740365334,7.626952054194289
321,ENSG00000090857.8,pdpr,16805.0,,0.315305573466125,9.322766948475321
322,ENSG00000090920.8,ensg00000090920,17603.0,0.09744,0.310426129283575,9.04395941346799
323,ENSG00000090971.3,nat14,345.0,0.4519,0.23652662281652,5.411165571260099
324,ENSG00000091106.14,nlrc4,1072.0,0.4026,0.373308609004747,13.0428377919458
325,ENSG00000091127.8,pus7,16773.0,0.04752,-0.29278243291262895,8.077544416611051
326,,map3k20,,,,
327,ENSG00000091490.6,sel1l3,13114.0,0.3175,0.471397420724515,21.279993680780603
328,,cdv3,,,,
329,ENSG00000091542.7,alkbh5,14499.5,,0.318797983754263,9.52544599204266
330,ENSG00000091622.10,pitpnm3,16640.0,0.2768,0.315282286340208,9.321424281531199
331,ENSG00000091640.3,spag7,4863.0,0.058910000000000004,0.314460607026645,9.27412292260249
332,ENSG00000091844.2,rgs17,18842.0,0.4333,-0.23345778406189396,5.28304014033359
333,ENSG00000091947.4,tmem101,17516.0,0.0603,-0.37239090303366706,12.9778729218188
334,ENSG00000092009.6,cma1,6847.0,0.2839,-0.236465333245535,5.4085897340295395
335,ENSG00000092010.10,psme1,1749.0,0.08127000000000001,-0.279535331238452,7.3939088718644905
336,ENSG00000092036.12,haus4,3917.0,0.4848,-0.322981829490172,9.77171540436844
337,ENSG00000092094.5,osgep,270.0,0.1408,-0.32471304400519396,9.87472980518406
338,ENSG00000092295.7,tgm1,1007.0,0.1358,0.258976943176084,6.401909860313849
339,,tbx15,,,,
340,ENSG00000092758.10,col9a3,14906.0,0.2837,0.333449814429421,10.4046371021527
341,ENSG00000093010.7,comt,6477.0,0.3219,-0.27416310990103,7.12668533047792
342,ENSG00000093100.12,ac016026.1,12873.0,0.102,-0.261985834270063,6.54195845775261
343,ENSG00000093134.8,vnn3,7054.0,0.3696,-0.234294425509191,5.31779859269201
344,,tmem38b,,,,
345,ENSG00000095321.10,crat,10687.0,0.4702,0.281971835480562,7.51699709909442
346,,bambi,,,,
347,ENSG00000095794.14,crem,19771.0,0.3772,-0.327584819849068,10.0470563753645
348,,smim24,,,,
349,ENSG00000096060.8,fkbp5,12593.0,0.057510000000000006,0.257220482065268,6.32095905102293
350,ENSG00000096092.5,tmem14a,3935.0,0.1731,0.236812261434947,5.4231793408380105
351,ENSG00000096264.9,ncr2,8152.5,,0.24867988555474801,5.935720527084769
352,ENSG00000096717.7,sirt1,17005.0,0.4996,-0.258162642114368,6.36430732056045
353,ENSG00000096872.10,ift74,19406.0,0.4523,-0.331017252677181,10.2554038757069
354,ENSG00000096996.9,il12rb1,5272.0,0.126,-0.37972271467671,13.502661113701599
355,,tmed1,,,,
356,ENSG00000099282.4,tspan15,14874.0,0.115,0.292713447130045,8.073892172595531
357,ENSG00000099326.3,mzf1,15946.0,0.1653,-0.24776640408734302,5.895333421141309
358,,ocel1,,,,
359,,stx1b,,,,
360,ENSG00000099785.5,marchf2,8449.0,0.3087,0.25926617478652003,6.41529651527279
361,ENSG00000099804.2,cdc34,3271.0,0.4383,0.234589759416956,5.33009900930535
362,ENSG00000099817.6,polr2e,10335.0,0.27399999999999997,0.255024262771772,6.22057080968683
363,ENSG00000099821.6,polrmt,187.0,0.3468,-0.518586799993748,26.297365845556
364,ENSG00000099940.6,snap29,12109.0,0.07128999999999999,0.337870264539246,10.6791986013282
365,,smarcb1,,,,
366,ENSG00000099974.7,ddtl,3115.0,0.3946,-0.23196842352879896,5.22148203196178
367,ENSG00000100031.14,ggt1,12548.0,0.3712,-0.282360099541844,7.53672121640068
368,ENSG00000100075.5,slc25a1,1744.0,0.1566,-0.357354922529889,11.9423485881978
369,,hps4,,,,
370,ENSG00000100116.11,gcat,4348.0,0.2624,0.40968204727469504,15.788322413847899
371,ENSG00000100124.7,ankrd54,70.0,0.01697,0.34835050397110606,11.347766953255501
372,ENSG00000100147.8,ccdc134,1410.0,0.36,0.46709704947469605,20.8601656671827
373,ENSG00000100154.10,ttc28,296.0,0.1158,0.291960372816265,8.0340861741247
374,,cenpm,,,,
375,,cyp2d6,,,,
376,ENSG00000100243.15,cyb5r3,3737.0,0.09505,0.342118581463148,10.9472053192394
377,ENSG00000100266.11,pacsin2,5281.5,,0.41422368329180004,16.1553579672431
378,ENSG00000100290.2,bik,9379.0,0.1392,-0.355534749700005,11.820635488736698
379,,mcm5,,,,
380,ENSG00000100299.12,arsa,3130.0,0.04992,-0.511853436626532,25.533033430531997
381,ENSG00000100300.12,tspo,635.0,0.3381,-0.3629014288403879,12.318051148062802
382,ENSG00000100304.10,ttll12,1492.0,0.09963999999999999,-0.362758337778867,12.3082670155118
383,,pdgfb,,,,
384,ENSG00000100321.10,syngr1,1850.0,0.4966,0.7536281920762199,68.6320551409884
385,ENSG00000100336.13,apol4,475.0,0.2728,0.405902543330341,15.487098758928099
386,ENSG00000100360.10,ift27,11903.0,0.4649,-0.23742451386725696,5.44898100209063
387,ENSG00000100364.13,kiaa0930,6257.0,0.3275,0.41737179430854104,16.4130569458479
388,ENSG00000100365.10,ncf4,2575.0,,0.344582564809792,11.1045198893995
389,ENSG00000100368.8,csf2rb,13134.0,0.1719,-0.296045621212783,8.251417951911861
390,ENSG00000100376.7,fam118a,7005.0,0.146,-0.6961455162032401,54.4700278219621
391,ENSG00000100385.8,il2rb,16255.0,0.3756,0.285245761262283,7.684263042809389
